Var1,Var2,Var3
0,0,0
0.0135959595959596,0.0181161053201064,0
0.0271919191919192,0.0256769300959205,0
0.0407878787878788,0.0314457796448443,0
0.0543838383838384,0.0362559847052331,0
0.067979797979798,0.0404309366398815,0
0.0815757575757576,0.0441369629088095,0
0.0951717171717172,0.0474732548453611,0
0.108767676767677,0.0505047642577448,0
0.122363636363636,0.0532768835424394,0
0.135959595959596,0.0558229031914141,0
0.149555555555556,0.058168166438043,0
0.163151515151515,0.0603325503169156,0
0.176747474747475,0.062332030037441,0
0.190343434343434,0.0641797094896625,0
0.203939393939394,0.0658865249904455,0
0.217535353535354,0.0674617406334386,0
0.231131313131313,0.0689133060440894,0
0.244727272727273,0.0702481205558727,0
0.258323232323232,0.0714722320919497,0
0.271919191919192,0.0725909894562918,0
0.285515151515152,0.0736091607178913,0
0.299111111111111,0.0745310264823198,0
0.312707070707071,0.0753604542700068,0
0.32630303030303,0.0761009584783106,0
0.33989898989899,0.0767557492021749,0
0.35349494949495,0.0773277723437158,0
0.367090909090909,0.0778197428383343,0
0.380686868686869,0.0782341723883842,0
0.394282828282828,0.0785733927749331,0
0.407878787878788,0.078839575579964,0
0.421474747474747,0.0790347489723034,0
0.435070707070707,0.0791608120745374,0
0.448666666666667,0.0792195473238103,0
0.462262626262626,0.0792126311586153,0
0.475858585858586,0.0791416433005972,0
0.489454545454545,0.0790080748507418,0
0.503050505050505,0.0788133353799593,0
0.516646464646465,0.0785587591626341,0
0.530242424242424,0.0782456106764487,0
0.543838383838384,0.0778762231425231,0
0.557434343434344,0.077462221965747,0
0.571030303030303,0.0770072401018964,0
0.584626262626263,0.0765123064376123,0
0.598222222222222,0.0759783996342021,0
0.611818181818182,0.0754064508976037,0
0.625414141414141,0.0747973464727867,0
0.639010101010101,0.0741519298953725,0
0.652606060606061,0.0734710040287453,0
0.66620202020202,0.0727553329111141,0
0.67979797979798,0.0720056434337579,0
0.693393939393939,0.071222626868937,0
0.706989898989899,0.0704069402636097,0
0.720585858585859,0.0695592077130844,0
0.734181818181818,0.0686800215270114,0
0.747777777777778,0.0677699432986334,0
0.761373737373737,0.0668295048869274,0
0.774969696969697,0.0658592093201564,0
0.788565656565657,0.0648595316283853,0
0.802161616161616,0.0638309196116682,0
0.815757575757576,0.06277379454988,0
0.829353535353535,0.0616885518595218,0
0.842949494949495,0.0605755617022617,0
0.856545454545455,0.0594351695494769,0
0.870141414141414,0.0582676967066227,0
0.883737373737374,0.0570734408008702,0
0.897333333333333,0.0558526762351071,0
0.910929292929293,0.0546056546110964,0
0.924525252525253,0.0533326051243147,0
0.938121212121212,0.0520337349327539,0
0.951717171717172,0.0507092295017526,0
0.965313131313131,0.0493592529267374,0
0.978909090909091,0.0479839482355758,0
0.992505050505051,0.046583437672096,0
1.00610101010101,0.0451578229621864,0
1.01969696969697,0.0437071855637661,0
1.03329292929293,0.0422315869018045,0
1.04688888888889,0.0407310685894699,0
1.06048484848485,0.0392056526363936,0
1.07408080808081,0.0376553416449562,0
1.08767676767677,0.0360801189954266,0
1.10127272727273,0.0344799490207188,0
1.11486868686869,0.032854777171468,0
1.12846464646465,0.0312045301720753,0
1.14206060606061,0.0295291161683155,0
1.15565656565657,0.0278284248670611,0
1.16925252525253,0.0261023276686298,0
1.18284848484848,0.0243506777922252,0
1.19644444444444,0.0225733103949093,0
1.2100404040404,0.0207700426845058,0
1.22363636363636,0.0189406740268117,0
1.23723232323232,0.0170849860474616,0
1.25082828282828,0.015202742728769,0
1.26442424242424,0.0132936905018432,0
1.2780202020202,0.0113575583342597,0
1.29161616161616,0.00939405781354532,0
1.30521212121212,0.00740288322671843,0
1.31880808080808,0.00538371163611004,0
1.33240404040404,0.00333620295167659,0
1.346,0.00125999999999998,0
