Var1,Var2,Var3
0,0,0
0.0135959595959596,-0.0161214109011696,0
0.0271919191919192,-0.0217385564605771,0
0.0407878787878788,-0.0256147419956249,0
0.0543838383838384,-0.0285832982446679,0
0.067979797979798,-0.0309676165705009,0
0.0815757575757576,-0.0329340244331438,0
0.0951717171717172,-0.0345817131659406,0
0.108767676767677,-0.0359756345770999,0
0.122363636363636,-0.0371611810631006,0
0.135959595959596,-0.0381716431159116,0
0.149555555555556,-0.0390323639689072,0
0.163151515151515,-0.0397632206566768,0
0.176747474747475,-0.0403801883886296,0
0.190343434343434,-0.040896371054809,0
0.203939393939394,-0.04132270497208,0
0.217535353535354,-0.0416684542340916,0
0.231131313131313,-0.0419415684662912,0
0.244727272727273,-0.0421489470021537,0
0.258323232323232,-0.0422966377648402,0
0.271919191919192,-0.0423899895583222,0
0.285515151515152,-0.042433770451592,0
0.299111111111111,-0.042432261050221,0
0.312707070707071,-0.042389328874639,0
0.32630303030303,-0.0423084883222041,0
0.33989898989899,-0.0421929494878601,0
0.35349494949495,-0.042045658273723,0
0.367090909090909,-0.0418693296151938,0
0.380686868686869,-0.0416664752146264,0
0.394282828282828,-0.0414394268530884,0
0.407878787878788,-0.0411903561125627,0
0.421474747474747,-0.0409212911618759,0
0.435070707070707,-0.040634131123614,0
0.448666666666667,-0.0403306584349214,0
0.462262626262626,-0.0400125495342913,0
0.475858585858586,-0.0396813841433684,0
0.489454545454545,-0.0393386533631385,0
0.503050505050505,-0.0389857667645119,0
0.516646464646465,-0.038624058621873,0
0.530242424242424,-0.0382547934129042,0
0.543838383838384,-0.0378780370163908,0
0.557434343434344,-0.0374844419206269,0
0.571030303030303,-0.0370725395611353,0
0.584626262626263,-0.036643358824557,0
0.598222222222222,-0.0361978783721993,0
0.611818181818182,-0.0357370294100004,0
0.625414141414141,-0.0352616981829297,0
0.639010101010101,-0.0347727282266086,0
0.652606060606061,-0.0342709224044213,0
0.66620202020202,-0.0337570447545768,0
0.67979797979798,-0.0332318221683541,0
0.693393939393939,-0.0326959459180137,0
0.706989898989899,-0.0321500730505136,0
0.720585858585859,-0.0315948276611622,0
0.734181818181818,-0.0310308020596101,0
0.747777777777778,-0.0304585578390998,0
0.761373737373737,-0.0298786268586083,0
0.774969696969697,-0.0292915121463986,0
0.788565656565657,-0.0286976887325357,0
0.802161616161616,-0.0280976044170736,0
0.815757575757576,-0.0274916804798872,0
0.829353535353535,-0.0268803123374775,0
0.842949494949495,-0.026263870151513,0
0.856545454545455,-0.0256426993933703,0
0.870141414141414,-0.0250171213685053,0
0.883737373737374,-0.0243874337040887,0
0.897333333333333,-0.0237539108030083,0
0.910929292929293,-0.0231168042670272,0
0.924525252525253,-0.0224763432916219,0
0.938121212121212,-0.0218327350347843,0
0.951717171717172,-0.0211861649618531,0
0.965313131313131,-0.0205367971682547,0
0.978909090909091,-0.0198847746818568,0
0.992505050505051,-0.0192302197464875,0
1.00610101010101,-0.0185732340880352,0
1.01969696969697,-0.0179138991644191,0
1.03329292929293,-0.0172522764006085,0
1.04688888888889,-0.0165884074097717,0
1.06048484848485,-0.01592231420154,0
1.07408080808081,-0.0152539993782941,0
1.08767676767677,-0.0145834463203028,0
1.10127272727273,-0.01391061936048,0
1.11486868686869,-0.0132354639494612,0
1.12846464646465,-0.0125579068116472,0
1.14206060606061,-0.011877856092813,0
1.15565656565657,-0.011195201499831,0
1.16925252525253,-0.0105098144330189,0
1.18284848484848,-0.00982154811158034,0
1.19644444444444,-0.00913023769257737,0
1.2100404040404,-0.00843570038383359,0
1.22363636363636,-0.00773773555114596,0
1.23723232323232,-0.00703612482014916,0
1.25082828282828,-0.00633063217315678,0
1.26442424242424,-0.00562100404127797,0
1.2780202020202,-0.00490696939208824,0
1.29161616161616,-0.00418823981311452,0
1.30521212121212,-0.0034645095913751,0
1.31880808080808,-0.00273545578920099,0
1.33240404040404,-0.00200073831654866,0
1.346,-0.00125999999999998,0
